	ckiptagger	pkuseg	fastHan	PyNLPIR	stanza	spacy	ltp	jiagu	lac	snownlp	target	char	sent
7397	FW	v	VV	v	VERB	VERB	wp	v	v	v	VV	说	118
7398	FW	r	DT	rzv	DET	DET	r	r	r	r	DT	这	118
7399	FW	m	CD	m	NUM	NUM	m	n	m	m	CD	两	118
7400	FW	q	M	q	NOUN	NUM	m	n	m	q	M	个	118
7401	VH	a	JJ	a	NOUN	ADJ	a	a	n	a	JJ	大	118
7402	Na	n	NN	n	NOUN	NOUN	n	n	n	Ng	NN	茶	118
7403	Na	n	NN	n	PART	NOUN	n	n	n	Ng	NN	炉	118
7404	Nh	r	PN	rr	PRON	PRON	r	r	r	Ag	PN	你	118
7405	DE	u	VV	v	PART	VERB	v	vu	v	Ag	VV	得	118
7406	FW	v	VV	vi	VERB	VERB	v	v	v	v	VV	烧	118
7407	VH	a	VA	a	VERB	VERB	a	v	a	a	VA	好	118
7408	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	118
7409	Na	r	DT	ry	PRON	DET	r	r	n	r	DT	什	118
7410	Na	r	DT	ry	PRON	DET	r	r	n	r	DT	么	118
7411	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	时	118
7412	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	候	118
7413	VC	v	VV	v	VERB	VERB	v	vu	v	v	VV	要	118
7414	Na	n	NN	n	NOUN	NOUN	v	n	n	n	NN	水	118
7415	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	118
7416	D	u	VV	ude3	VERB	VERB	d	vu	v	v	VV	得	118
7417	V_2	v	VE	vyou	VERB	VERB	v	v	v	v	VE	有	118
7418	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	118
7419	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	可	118
7420	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	118
7421	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	你	118
7422	VE	v	VV	v	VERB	VERB	v	v	v	v	VV	看	118
7423	COLONCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	：	118
7424	FW	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	现	118
7425	P	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	在	118
7426	Neu	m	CD	mq	NUM	ADV	m	mq	m	m	CD	一	118
7427	FW	m	M	mq	NOUN	ADV	m	mq	m	m	M	个	118
7428	D	d	AD	d	ADV	ADV	d	d	d	d	AD	已	118
7429	VH	d	AD	d	VERB	ADV	d	d	d	d	AD	经	118
7430	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	灭	118
7431	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	118
7432	Nes	r	DT	rz	DET	DET	r	v	r	r	DT	另	118
7433	Neu	m	CD	mq	NUM	NUM	m	v	r	m	CD	一	118
7434	FW	m	M	mq	NOUN	NUM	m	v	r	m	M	个	118
7435	D	d	AD	d	ADV	ADV	d	d	d	d	AD	也	118
7436	VHC	d	AD	d	ADV	ADV	d	a	d	a	AD	快	118
7437	VHC	v	VE	v	VERB	VERB	v	d	v	d	VE	没	118
7438	Nb	n	NN	n	PROPN	NOUN	v	n	n	n	NN	火	118
7439	Nb	n	NN	n	PROPN	NOUN	v	n	n	n	NN	星	118
7440	T	u	SP	ule	PART	PART	u	u	u	y	SP	了	118
7441	COMMACATEGORY	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	118
7442	FW	s	NN	s	NOUN	NOUN	nl	nl	s	s	NN	户	119
7443	Ncd	s	NN	s	NOUN	NOUN	nl	nl	s	s	NN	外	119
7444	VC	v	VV	vf	VERB	VERB	nl	v	v	v	VV	起	119
7445	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	119
7446	Na	n	NN	n	PROPN	NOUN	n	n	n	n	NN	暴	119
7447	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	风	119
7448	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	雪	119
7449	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	119
7450	FW	n	NN	n	NOUN	NOUN	n	n	n	n	NN	风	119
7451	D	p	AD	p	VERB	ADV	d	d	d	p	AD	在	119
7452	VA	v	VV	vi	NOUN	VERB	v	v	v	v	VV	吼	119
7453	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	119
7454	Na	n	NN	n	NUM	NUM	n	n	n	m	NN	百	119
7455	Na	n	NN	n	PROPN	NUM	n	n	n	n	NN	叶	119
7456	Na	n	NN	n	PROPN	NUM	n	n	n	n	NN	窗	119
7457	D	p	AD	p	VERB	ADP	d	d	d	p	AD	在	119
7458	VA	v	VV	v	VERB	NOUN	v	v	v	v	VV	抖	119
7459	VA	v	VV	v	VERB	NOUN	v	v	v	v	VV	动	119
7460	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	119
7461	VC	v	VV	vi	VERB	NOUN	v	v	v	v	VV	磕	119
7462	VC	v	VV	vi	VERB	NOUN	v	v	v	v	VV	碰	119
7463	VH	v	AD	d	VERB	VERB	d	v	n	y	AD	直	119
7464	FW	v	VV	a	VERB	VERB	d	v	n	y	VV	响	119
7465	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	119
7466	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	119
7467	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	觉	119
7468	VJ	v	VV	v	VERB	VERB	v	v	v	v	VV	得	119
7469	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	119
7470	Neqa	r	PN	rz	DET	PRON	r	r	r	r	PN	一	119
7471	Neqa	r	PN	rz	DET	PRON	r	r	r	r	PN	切	119
7472	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	119
7473	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	暗	119
7474	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	藏	119
7475	VH	n	NN	n	NOUN	VERB	v	n	n	n	NN	杀	119
7476	FW	n	NN	n	NOUN	VERB	v	n	n	n	NN	机	119
7477	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	119
7478	Nb	i	NN	n	NOUN	VERB	n	n	n	n	NN	兆	119
7479	Nb	i	NN	n	NOUN	VERB	n	n	n	n	NN	头	119
7480	VH	i	VV	a	ADJ	VERB	n	a	d	a	VV	不	119
7481	VH	i	VV	a	ADJ	VERB	n	a	a	a	VV	妙	119
7482	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	119
7483	I	n	IJ	e	PROPN	INTJ	e	e	xc	e	IJ	嗯	120
7484	ETCCATEGORY	w	PU	ws	PROPN	PUNCT	wp	w	w	w	PU	…	120
7485	ETCCATEGORY	w	PU	ws	PART	PUNCT	wp	w	w	w	PU	…	120
7486	Da	d	AD	d	ADV	ADV	d	d	d	d	AD	至	120
7487	Da	d	AD	d	ADV	ADV	d	d	d	d	AD	少	120
7488	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	120
7489	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	120
7490	VH	a	VA	a	ADJ	VERB	a	a	a	Dg	VA	忠	120
7491	VH	a	VA	a	ADJ	VERB	a	a	a	Dg	VA	厚	120
7492	Na	a	VA	a	ADJ	VERB	a	a	a	a	VA	老	120
7493	Na	a	VA	a	ADJ	VERB	a	a	a	a	VA	实	120
7494	DE	u	SP	ude1	PART	PART	u	u	u	u	SP	的	120
7495	Na	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	120
7496	Na	r	PN	rzv	PRON	VERB	r	r	r	r	PN	这	120
7497	SHI	r	VC	vshi	VERB	VERB	v	vl	v	v	VC	是	120
7498	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	值	120
7499	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	得	120
7500	FW	v	NN	v	VERB	NOUN	v	v	vn	v	NN	称	120
7501	FW	v	NN	v	VERB	NOUN	v	v	vn	v	NN	赞	120
7502	T	u	SP	ude1	PART	PART	u	u	u	u	SP	的	120
7503	EXCLAMATIONCATEGORY	w	PU	wt	PUNCT	PUNCT	wp	w	w	w	PU	！	120
7504	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	可	121
7505	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	121
7506	Na	c	AD	c	ADP	ADV	c	c	c	c	AD	无	121
7507	Na	c	AD	c	ADP	ADV	c	c	c	c	AD	论	121
7508	VC	v	VV	v	AUX	VERB	v	v	v	v	VV	玩	121
7509	DE	u	DER	ude3	AUX	PART	u	u	u	u	DER	得	121
7510	VH	d	AD	a	ADV	VERB	d	a	ad	m	AD	多	121
7511	Nf	v	VA	a	ADJ	NOUN	d	a	v	q	VA	起	121
7512	Na	v	VA	a	ADJ	NOUN	d	a	v	n	VA	劲	121
7513	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	121
7514	Nb	ns	NR	nrf	PROPN	NOUN	nh	n	PER	nr	NR	科	121
7515	Nb	ns	NR	nrf	PROPN	NOUN	nh	ns	PER	nr	NR	斯	121
7516	Nb	ns	NR	nrf	PROPN	NOUN	nh	ns	PER	nr	NR	特	121
7517	Nb	ns	NR	nrf	PROPN	NOUN	nh	ns	LOC	nr	NR	罗	121
7518	Nb	ns	NR	nrf	PROPN	NOUN	nh	ns	LOC	nr	NR	马	121
7519	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	121
7520	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	nt	NR	丘	121
7521	Nb	n	NR	nrf	PROPN	NOUN	nh	r	PER	nt	NR	尔	121
7522	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	nt	NR	卡	121
7523	P	p	CC	p	ADP	ADP	p	p	p	p	CC	跟	121
7524	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	121
7525	Na	m	CD	m	NUM	NUM	m	m	n	m	CD	三	121
7526	Na	n	M	q	NOUN	NOUN	q	n	n	q	M	个	121
7527	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	121
7528	Ng	f	LC	f	ADP	PART	nd	nd	f	f	LC	中	121
7529	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	121
7530	Na	d	AD	d	ADV	ADV	d	d	d	d	AD	总	121
7531	Na	d	AD	d	ADV	ADV	d	d	d	d	AD	还	121
7532	SHI	d	AD	d	ADV	ADV	d	d	d	v	AD	是	121
7533	V_2	v	VE	vyou	VERB	VERB	v	v	v	v	VE	有	121
7534	Neu	m	CD	mq	NUM	NUM	m	mq	n	m	CD	一	121
7535	FW	m	M	mq	NOUN	NUM	m	mq	n	m	M	个	121
7536	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	121
7537	VCL	v	VV	v	VERB	VERB	v	v	v	v	VV	跑	121
7538	VCL	v	VV	v	VERB	VERB	v	v	v	v	VV	到	121
7539	Na	n	JJ	n	NOUN	VERB	n	n	n	u	JJ	瘸	121
7540	Na	n	JJ	n	NOUN	VERB	n	n	n	u	JJ	子	121
7541	Na	n	NN	n	PROPN	NOUN	n	n	n	n	NN	姑	121
7542	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	娘	121
7543	Nc	f	NN	f	NOUN	NOUN	nd	nd	f	f	NN	面	121
7544	Nc	f	NN	f	VERB	NOUN	nd	nd	f	f	NN	前	121
7545	D	v	VV	vf	VERB	PART	nd	v	v	v	VV	去	121
7546	Na	v	VV	v	VERB	VERB	v	v	v	y	VV	夸	121
7547	Na	v	VV	n	VERB	VERB	v	n	v	y	VV	功	121
7548	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	121
7549	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	122
7550	VH	d	AD	d	ADV	ADV	d	a	d	d	AD	深	122
7551	VH	d	AD	d	ADV	ADV	d	a	d	d	AD	深	122
7552	VJ	v	VV	v	VERB	VERB	v	v	v	v	VV	感	122
7553	VJ	v	VV	v	VERB	VERB	v	v	v	v	VV	激	122
7554	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	122
7555	Na	r	DT	rzv	DET	DET	r	r	n	r	DT	这	122
7556	Na	q	M	q	NOUN	NUM	q	q	n	q	M	句	122
7557	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	话	122
7558	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	122
7559	Cbb	c	AD	c	PROPN	ADV	c	c	c	c	AD	但	122
7560	P	u	P	v	PROPN	VERB	v	v	v	u	P	等	122
7561	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	122
7562	Na	d	AD	d	ADV	ADV	d	a	d	d	AD	单	122
7563	Na	d	AD	d	ADV	ADV	d	a	d	d	AD	独	122
7564	Caa	c	P	cc	ADP	ADP	p	c	p	c	P	和	122
7565	Na	n	NN	n	PART	NOUN	n	n	n	f	NN	外	122
7566	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	祖	122
7567	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	母	122
7568	VH	p	VV	p	VERB	VERB	p	v	v	p	VV	在	122
7569	VH	s	NN	s	NOUN	VERB	nl	v	v	s	NN	一	122
7570	VH	s	NN	s	NOUN	VERB	nl	v	v	s	NN	起	122
7571	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	122
7572	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	时	122
7573	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	候	122
7574	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	122
7575	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	122
7576	Dfa	d	AD	d	ADV	ADV	d	d	d	d	AD	很	122
7577	VK	a	VA	a	ADJ	VERB	a	a	a	a	VA	痛	122
7578	VK	a	VA	a	ADJ	VERB	a	a	a	a	VA	心	122
7579	DE	u	DEV	ude2	PART	PART	u	u	u	u	DEV	地	122
7580	FW	p	P	p	ADP	ADP	p	p	v	p	P	对	122
7581	Nh	r	PN	rr	PRON	PRON	r	r	v	r	PN	她	122
7582	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	说	122
7583	COLONCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	p	PU	：	122
7584	P	w	PU	wyz	PUNCT	PUNCT	wp	w	w	p	PU	“	122
7585	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	你	122
7586	VA	v	AD	v	NOUN	VERB	v	v	v	v	AD	干	122
7587	VA	v	AD	v	PART	VERB	v	v	xc	v	AD	吗	122
7588	Ncd	v	VV	vf	ADP	VERB	v	v	v	f	VV	上	122
7589	Na	r	PN	rzs	DET	PRON	r	r	r	r	PN	这	122
7590	VA	r	PN	rzs	NOUN	PRON	r	r	r	r	PN	儿	122
7591	VA	v	VV	f	ADP	VERB	v	vd	v	v	VV	来	122
7592	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	122
7593	VH	v	VV	v	NOUN	VERB	v	v	v	v	VV	干	122
7594	VH	v	PN	v	NOUN	VERB	v	v	xc	v	PN	吗	122
7595	VH	v	VV	vf	VERB	VERB	v	vd	v	v	VV	来	122
7596	T	y	SP	y	PART	PART	u	u	xc	y	SP	呀	122
7597	QUESTIONCATEGORY	w	PU	ww	PUNCT	PUNCT	wp	w	w	w	PU	？	122
7598	P	p	P	v	VERB	ADP	p	v	v	v	P	到	123
7599	Nes	t	NT	a	NOUN	NOUN	nt	nt	a	a	NT	近	123
7600	Na	t	NT	tg	NOUN	NOUN	nt	nt	n	u	NT	午	123
7601	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	时	123
7602	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	候	123
7603	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	123
7604	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	123
7605	VF	v	VV	v	VERB	VERB	v	v	v	v	VV	停	123
7606	VF	v	VV	v	VERB	VERB	v	v	v	v	VV	止	123
7607	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	123
7608	VC	n	NN	v	VERB	NOUN	v	v	vn	na	NN	捕	123
7609	FW	n	NN	n	VERB	NOUN	v	v	n	na	NN	鸟	123
7610	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	123
7611	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	穿	123
7612	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	过	123
7613	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	森	123
7614	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	林	123
7615	Caa	c	CC	cc	CCONJ	CCONJ	c	c	c	c	CC	和	123
7616	Na	n	NN	n	PROPN	NOUN	n	nl	n	n	NN	旷	123
7617	Na	n	NN	n	PROPN	NOUN	n	nl	n	n	NN	野	123
7618	VA	v	VV	qv	VERB	VERB	v	v	v	v	VV	回	123
7619	VA	v	VV	n	NOUN	VERB	v	v	v	v	VV	家	123
7620	T	v	VV	vf	NOUN	VERB	v	v	v	v	VV	去	123
7621	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	123
7622	Cbb	c	CS	c	ADP	SCONJ	c	c	c	c	CS	如	123
7623	Cbb	c	CS	c	ADP	SCONJ	c	c	c	c	CS	果	123
7624	VA	v	VV	v	VERB	VERB	i	v	v	v	VV	走	123
7625	Na	n	JJ	n	NOUN	NOUN	i	v	n	n	JJ	大	123
7626	Na	n	NN	n	NOUN	NOUN	i	v	n	n	NN	路	123
7627	Na	v	VV	p	VERB	VERB	v	p	v	p	VV	经	123
7628	Na	v	VV	p	VERB	VERB	v	p	v	p	VV	过	123
7629	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	村	123
7630	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	落	123
7631	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	123
7632	VJ	d	AD	d	ADV	ADV	d	d	d	d	AD	便	123
7633	VJ	v	VE	vyou	VERB	VERB	v	v	v	v	VE	有	123
7634	Neu	m	CD	m	NUM	NUM	m	m	m	m	CD	一	123
7635	Nf	q	M	q	NOUN	NUM	q	n	m	q	M	班	123
7636	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	孩	123
7637	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	童	123
7638	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	123
7639	Na	n	NN	n	PART	NOUN	n	n	n	n	NN	小	123
7640	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	伙	123
7641	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	子	123
7642	FW	v	MSP	vf	ADV	PART	v	vd	v	p	MSP	来	123
7643	VC	v	VV	v	VERB	VERB	v	v	v	p	VV	打	123
7644	VC	v	VV	v	VERB	VERB	v	v	v	p	VV	劫	123
7645	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	123
7646	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	123
7647	Na	n	NN	n	NOUN	NOUN	n	n	n	na	NN	鸟	123
7648	Na	n	NN	n	NOUN	NOUN	n	n	n	na	NN	笼	123
7649	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	123
7650	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	打	123
7651	VC	a	VV	a	VERB	VERB	v	v	v	v	VV	坏	123
7652	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	123
7653	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	123
7654	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	工	123
7655	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	具	123
7656	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	123
7657	VH	r	DT	r	DET	ADV	r	r	n	r	DT	这	123
7658	FW	r	M	r	NOUN	ADV	r	r	n	r	M	种	123
7659	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	事	123
7660	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	123
7661	D	d	AD	d	ADV	ADV	d	d	d	d	AD	已	123
7662	FW	d	AD	d	ADV	ADV	d	d	d	d	AD	经	123
7663	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	遇	123
7664	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	到	123
7665	FW	u	AS	uguo	PART	PART	u	u	u	v	AS	过	123
7666	T	y	SP	y	PART	PART	u	u	xc	y	SP	了	123
7667	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	123
7668	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	124
7669	P	p	BA	pba	ADP	X	p	p	p	p	BA	把	124
7670	Na	r	DT	rzv	DET	DET	r	r	r	r	DT	这	124
7671	Na	n	NN	n	NOUN	NOUN	r	n	n	d	NN	书	124
7672	P	p	P	p	VERB	VERB	p	p	p	d	P	用	124
7673	VH	a	JJ	a	VERB	ADJ	a	a	a	a	JJ	清	124
7674	VH	a	JJ	a	VERB	ADJ	a	a	a	a	JJ	洁	124
7675	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	124
7676	Na	n	NN	n	NOUN	NOUN	n	n	n	o	NN	内	124
7677	Na	n	NN	n	NOUN	NOUN	n	n	n	o	NN	衣	124
7678	Caa	c	CC	cc	CCONJ	CCONJ	c	c	c	o	CC	和	124
7679	Na	v	NN	n	NOUN	NOUN	n	n	n	o	NN	纸	124
7680	Na	v	VV	v	NOUN	NOUN	n	n	n	v	VV	包	124
7681	Na	u	AS	uzhe	PART	PART	n	u	u	u	AS	着	124
7682	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	124
7683	VC	v	VV	v	VERB	VERB	v	v	v	j	VV	藏	124
7684	P	p	VV	p	VERB	ADP	p	v	p	p	VV	在	124
7685	FW	n	NN	n	NOUN	NOUN	n	n	n	n	NN	阁	124
7686	FW	n	NN	n	NOUN	NOUN	n	n	n	n	NN	楼	124
7687	Ncd	v	LC	f	NOUN	PART	n	nd	f	f	LC	上	124
7688	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	124
7689	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	害	124
7690	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	怕	124
7691	P	p	LB	pbei	VERB	X	p	p	p	p	LB	被	124
7692	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	主	124
7693	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	124
7694	FW	n	NN	k	PART	NOUN	n	k	n	k	NN	们	124
7695	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	拿	124
7696	VC	v	VV	vf	VERB	VERB	v	v	v	v	VV	去	124
7697	VC	v	VV	v	VERB	VERB	v	v	v	y	VV	弄	124
7698	VC	v	VV	a	VERB	VERB	v	v	v	y	VV	坏	124
7699	Di	y	AS	y	PART	PART	u	u	u	y	AS	了	124
7700	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	124
7701	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	但	125
7702	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	125
7703	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	125
7704	D	v	VV	v	AUX	VERB	v	v	v	v	VV	要	125
7705	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	知	125
7706	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	道	125
7707	FW	p	P	p	ADP	ADP	p	p	p	p	P	当	125
7708	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	125
7709	FW	r	PN	rr	PRON	PRON	r	r	r	r	PN	们	125
7710	P	p	BA	pba	ADP	X	p	p	p	p	BA	把	125
7711	VH	n	NN	n	NOUN	NOUN	n	n	n	n	NN	思	125
7712	VH	n	NN	n	NOUN	NOUN	n	n	n	n	NN	路	125
7713	VH	v	VV	vd	VERB	VERB	v	v	v	v	VV	转	125
7714	VCL	v	VV	v	VERB	VERB	v	v	v	v	VV	到	125
7715	Nc	u	MSP	usuo	NOUN	PART	u	u	u	u	MSP	所	125
7716	VH	v	VV	v	NOUN	VERB	v	v	v	n	VV	经	125
7717	VH	v	VV	v	VERB	VERB	v	v	v	n	VV	历	125
7718	VH	u	AS	uguo	VERB	PART	u	u	u	v	AS	过	125
7719	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	125
7720	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	事	125
7721	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	情	125
7722	Ncd	v	LC	f	ADP	PART	nd	nd	f	f	LC	上	125
7723	FW	n	LC	ng	ADP	PART	n	nt	n	Ng	LC	时	125
7724	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	125
7725	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	125
7726	FW	r	PN	rr	PRON	PRON	r	r	r	r	PN	们	125
7727	D	v	VV	v	AUX	VERB	v	vu	v	v	VV	能	125
7728	FW	v	VV	v	AUX	VERB	v	vu	v	v	VV	够	125
7729	P	p	P	p	ADP	ADP	p	p	p	p	P	在	125
7730	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	命	125
7731	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	运	125
7732	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	125
7733	Na	i	NN	vl	NOUN	ADJ	i	i	an	i	NN	错	125
7734	Na	i	NN	vl	NOUN	ADJ	i	i	an	i	NN	综	125
7735	Na	i	NN	vl	ADJ	NOUN	i	i	an	i	NN	复	125
7736	Na	i	NN	vl	ADJ	NOUN	i	i	an	i	NN	杂	125
7737	Ncd	f	LC	f	ADP	PART	nd	nd	f	f	LC	中	125
7738	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	发	125
7739	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	现	125
7740	Nes	r	DT	rz	DET	DET	r	r	r	r	DT	某	125
7741	Na	r	M	rz	DET	DET	r	r	r	r	M	种	125
7742	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	图	125
7743	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	案	125
7744	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	125
7745	VE	v	AD	d	VERB	ADV	v	d	v	d	AD	仿	125
7746	VE	v	AD	d	VERB	ADV	v	d	v	d	AD	佛	125
7747	Neqa	r	PN	rz	DET	DET	r	r	r	r	PN	一	125
7748	Neqa	r	PN	rz	DET	DET	r	r	r	r	PN	切	125
7749	P	p	SB	pbei	VERB	X	p	p	p	p	SB	被	125
7750	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	装	125
7751	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	饰	125
7752	P	p	P	p	VERB	ADP	p	p	p	p	P	在	125
7753	FW	a	NN	a	NOUN	NOUN	a	a	a	a	NN	鲜	125
7754	VH	a	NN	a	NOUN	NOUN	a	a	a	a	NN	活	125
