,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
6367,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6368,NR,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,白,ADJF,белорусско-балтийская
6369,NR,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,俄,ADJF,белорусско-балтийская
6370,NR,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,罗,ADJF,белорусско-балтийская
6371,NR,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,斯,ADJF,белорусско-балтийская
6372,PU,VV,PU,PU,PU,PU,PU,PU,NR,AD,NR,-,ADJF,белорусско-балтийская
6373,NR,NR,NR,NR,NR,NR,PU,NR,NR,ns,NR,波,ADJF,белорусско-балтийская
6374,NR,NR,NR,NR,NR,NR,PU,NR,NR,ns,NR,罗,ADJF,белорусско-балтийская
6375,DEG,NR,NR,NR,DEG,NR,PU,NR,DEG,ns,NR,的,ADJF,белорусско-балтийская
6376,NR,NR,NR,NR,NN,NR,PU,NR,NN,ns,NR,海,ADJF,белорусско-балтийская
6377,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,公,NOUN,княгиня
6378,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,爵,NOUN,княгиня
6379,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,夫,NOUN,княгиня
6380,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,NOUN,княгиня
6381,VV,VV,VV,VV,AD,VV,VV,VV,VA,VV,VV,悲,ADJS,безутешна
6382,VV,VV,VV,VV,AD,VV,VV,VV,VA,VV,VV,痛,ADJS,безутешна
6383,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,VV,欲,ADJS,безутешна
6384,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,VV,绝,ADJS,безутешна
6385,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6386,NN,CD,CD,CD,CD,CD,CD,NN,CD,CD,CD,两,,
6387,NN,M,M,M,M,M,M,NN,CD,M,M,个,,
6388,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,年,,
6389,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,轻,,
6390,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
6391,P,P,P,P,NN,P,P,P,P,P,P,往,PREP,в
6392,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,角,NOUN,уголке
6393,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,落,NOUN,уголке
6394,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,里,PREP,в
6395,AD,AD,AD,CD,CD,AD,AD,CD,VV,CD,AD,一,VERB,засели
6396,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,坐,VERB,засели
6397,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,CONJ,и
6398,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,便,,
6399,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,INFN,наблюдать
6400,AS,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,起,INFN,наблюдать
6401,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,俄,ADJF,русской
6402,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,国,ADJF,русской
6403,NN,VA,NN,VA,NN,NN,VA,VA,NN,AD,NN,民,NOUN,демократии
6404,NN,VA,NN,VA,NN,NN,VA,VA,NN,AD,NN,主,NOUN,демократии
6405,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,之,NOUN,отец
6406,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,父,NOUN,отец
6407,P,P,AD,P,VV,P,AD,P,P,P,AD,在,,
6408,AD,PN,AD,AD,PN,AD,PN,PN,PN,PN,AD,怎,CONJ,как
6409,VV,PN,AD,AD,PN,AD,PN,PN,PN,PN,AD,样,CONJ,как
6410,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,吃,VERB,ест
6411,VV,AS,AS,AS,AS,AS,AS,AS,VV,DEG,AS,着,VERB,ест
6412,VV,JJ,JJ,JJ,JJ,VV,JJ,JJ,JJ,NR,JJ,冷,ADJF,холодную
6413,VV,JJ,JJ,AD,JJ,VV,JJ,VV,JJ,NR,JJ,切,ADJF,холодную
6414,NN,VA,NN,VA,NN,NN,VA,NN,NN,VA,NN,小,,
6415,NN,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,牛,NOUN,телятину
6416,NN,NN,NN,NN,DEG,NN,VA,NN,NN,NN,NN,肉,NOUN,телятину
6417,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6418,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,NPRO,он
6419,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
6420,NN,P,P,P,P,P,P,P,P,AD,P,从,PREP,из
6421,NN,NR,NR,NR,NR,VV,NR,NR,NR,AD,NR,列,NOUN,ленинграда
6422,NN,NR,NR,NR,NR,VV,NR,NR,NR,AD,NR,宁,NOUN,ленинграда
6423,NN,NR,NR,NR,NR,NN,NR,NR,NR,AD,NR,格,NOUN,ленинграда
6424,NN,NR,NR,NR,NR,NN,NR,NR,NR,AD,NR,勒,NOUN,ленинграда
6425,NN,VV,VV,LC,NR,AS,VV,VV,VV,AD,VV,来,VERB,приехал
6426,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,联,NOUN,увязки
6427,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,系,NOUN,увязки
6428,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,PUNCT,","
6429,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,商,NOUN,согласования
6430,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,讨,NOUN,согласования
6431,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,和,CONJ,и
6432,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,确,,
6433,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,定,,
6434,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,具,ADJF,конкретного
6435,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,体,ADJF,конкретного
6436,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,业,NOUN,охвата
6437,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,务,NOUN,охвата
6438,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,范,,
6439,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,围,,
6440,SP,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,,
6441,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6442,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,坐,INFN,сесть
6443,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,за
6444,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,NPRO,него
6445,NN,LC,NN,LC,NN,NN,LC,NN,NN,LC,NN,后,PREP,за
6446,NN,LC,NN,LC,NN,NN,LC,NN,NN,LC,NN,面,PREP,за
6447,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,酷,CONJ,что
6448,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,似,CONJ,что
6449,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,坐,INFN,сесть
6450,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,за
6451,NN,JJ,JJ,JJ,DEG,JJ,JJ,NN,NN,VA,JJ,大,,
6452,NN,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,剧,ADJF,театральную
6453,NN,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,院,ADJF,театральную
6454,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,广,NOUN,площадь
6455,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,场,NOUN,площадь
6456,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,前,PREP,за
6457,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6458,AD,AD,AD,CC,AD,AD,AD,AD,AD,NR,AD,而,CONJ,причем
6459,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,剧,NOUN,театр
6460,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,院,NOUN,театр
6461,NN,JJ,NN,JJ,NN,VV,NN,LC,VA,NN,NN,正,,
6462,NN,JJ,NN,JJ,NN,VV,NN,LC,VA,NN,NN,面,,
6463,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,NR,DEG,的,,
6464,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,廊,NOUN,колоннадой
6465,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,柱,NOUN,колоннадой
6466,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,以,CONJ,и
6467,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,及,CONJ,и
6468,DT,PN,PN,DT,PN,PN,AD,PN,AD,PN,PN,其,,
6469,NN,LC,NN,LC,NN,NN,LC,LC,NN,LC,NN,上,,
6470,NN,LC,NN,LC,NN,NN,LC,LC,NN,LC,NN,方,,
6471,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
6472,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,青,ADJF,бронзовых
6473,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,铜,ADJF,бронзовых
6474,NN,VV,NN,VV,VV,NN,NN,VV,NN,VV,NN,雕,,
6475,NN,VV,NN,VV,VV,NN,NN,VV,NN,VV,NN,饰,NOUN,коняг
6476,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,（,PUNCT,","
6477,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,载,PRTF,волокущих
6478,VV,AS,AS,AS,AS,AS,VV,VV,AS,DEG,AS,着,PRTF,волокущих
6479,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,阿,NOUN,аполлона
6480,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,波,NOUN,аполлона
6481,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,罗,NOUN,аполлона
6482,AD,VV,VV,VV,AD,NR,VV,VV,VV,VV,VV,去,PREP,на
6483,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,观,,
6484,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,,
6485,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,《,PUNCT,«
6486,NN,NR,JJ,JJ,JJ,JJ,JJ,JJ,NR,VA,JJ,红,ADJF,красного
6487,NN,NR,NN,NN,NN,NN,VA,NN,NR,SP,NN,罂,NOUN,мака
6488,NN,NR,NN,NN,DEG,NN,VA,NN,NR,SP,NN,粟,NOUN,мака
6489,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,》,PUNCT,»
6490,VV,VV,VV,VV,VV,NN,CD,VV,VV,VV,VV,首,NOUN,премьеру
6491,VV,VV,VV,VV,VV,NN,CD,VV,VV,VV,VV,演,NOUN,премьеру
6492,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
6493,CD,CD,CD,CD,CD,CD,CD,CD,CD,NR,CD,四,NOUN,четверкой
6494,M,M,M,M,M,M,M,M,CD,NR,M,匹,NOUN,четверкой
6495,VV,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,骏,ADJF,бронзовых
6496,VV,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,马,ADJF,бронзовых
6497,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,）,PUNCT,","
6498,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,,
6499,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,不,,
6500,VA,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,过,,
6501,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
6502,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,案,NOUN,столе
6503,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,头,NOUN,столе
6504,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,NOUN,столе
6505,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,文,NOUN,прибором
6506,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,具,NOUN,прибором
6507,SP,SP,SP,SP,AD,SP,SP,SP,SP,SP,SP,而,,
6508,SP,SP,SP,SP,VA,SP,SP,SP,SP,SP,SP,已,,
6509,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6510,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,大,ADJF,всем
6511,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,家,ADJF,всем
6512,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,ADJF,всем
6513,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,感,VERB,стало
6514,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,VERB,стало
6515,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,很,ADVB,очень
6516,VA,VA,VA,VA,VA,VA,VA,VV,VA,VA,VA,不,ADVB,совестно
6517,VA,VA,VA,VA,VA,VA,VA,VV,VA,VA,VA,好,ADVB,совестно
6518,VA,VA,VA,VA,NN,VA,VA,VV,VA,VA,VA,意,ADVB,совестно
6519,VA,VA,VA,VA,NN,VA,VA,VV,VA,VA,VA,思,ADVB,совестно
6520,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6521,NR,NR,NR,NR,NR,NR,NR,NN,NR,ns,NR,艾,NOUN,эллочка
6522,NR,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,洛,NOUN,эллочка
6523,NR,NR,NR,NR,NR,NR,NR,VA,NR,ns,NR,奇,NOUN,эллочка
6524,NR,NR,NR,NR,NR,NR,NR,NN,NR,NN,NR,卡,NOUN,эллочка
6525,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
6526,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,目,,
6527,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,光,,
6528,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,停,VERB,остановилась
6529,P,P,VV,P,VV,VV,VV,VV,P,P,VV,在,PREP,на
6530,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,VERB,остановилась
6531,OD,OD,OD,OD,CD,CD,OD,NN,OD,OD,OD,第,ADJF,первой
6532,OD,OD,OD,OD,CD,CD,OD,NN,OD,OD,OD,一,ADJF,первой
6533,NN,M,M,M,M,M,M,NN,CD,M,M,页,NOUN,странице
6534,LC,VV,LC,LC,LC,LC,LC,LC,LC,LC,LC,上,PREP,на
6535,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6536,NR,NT,AD,NT,NN,AD,NT,NT,NT,NT,AD,后,ADVB,потом
6537,NR,NT,AD,NT,NN,AD,NT,NT,NT,NT,AD,来,ADVB,потом
6538,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,才,,
6539,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,知,VERB,оказалось
6540,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,道,VERB,оказалось
6541,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6542,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,原,VERB,оказалось
6543,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,来,VERB,оказалось
6544,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,夏,NOUN,летом
6545,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,季,NOUN,летом
6546,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,PRCL,тоже
6547,AD,AD,AD,AD,AD,AD,AD,VC,VV,AD,AD,不,PRCL,не
6548,VC,AD,VC,VC,VC,AD,VC,VC,VC,VC,VC,是,VERB,стреляют
6549,VV,VV,VV,VV,NR,VV,VV,VV,VV,NR,VV,打,VERB,стреляют
6550,NN,VV,NR,NR,NR,NN,VV,NN,VV,NR,NR,田,NOUN,бекасов
6551,NN,VV,NN,NN,DEG,NN,VV,NN,NN,NR,NN,鹬,NOUN,бекасов
6552,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,NOUN,бекасов
6553,NT,NN,NN,NN,NN,NN,NN,NT,NN,NN,NN,季,,
6554,NT,NN,NN,NN,NN,NN,NN,NT,NN,NN,NN,节,NOUN,летом
6555,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6556,CS,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,如,,
6557,CS,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,果,,
6558,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
6559,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,法,ADJF,французский
6560,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,国,ADJF,французский
6561,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PUNCT,«
6562,NN,NN,NR,NN,NN,NN,NN,NN,NN,NR,NR,先,NOUN,авангард
6563,NN,NN,NR,NN,NN,NN,NN,NN,NN,NR,NR,锋,NOUN,авангард
6564,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,PUNCT,»
6565,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,电,NOUN,кинооператор
6566,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,影,NOUN,кинооператор
6567,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,摄,NOUN,кинооператор
6568,VV,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,制,PREP,из
6569,VV,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,组,PREP,из
6570,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,PREP,из
6571,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,摄,NOUN,кинооператор
6572,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,影,NOUN,кинооператор
6573,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,师,NOUN,кинооператор
6574,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
6575,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
6576,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,会,,
6577,P,P,P,P,VV,P,P,P,AD,P,P,在,ADVB,здесь
6578,NN,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,这,ADVB,здесь
6579,NN,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,里,ADVB,здесь
6580,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,拍,NOUN,работы
6581,VV,VV,VV,VV,VV,VV,VV,LC,VV,LC,VV,上,PREP,на
6582,CD,NT,CD,CD,CD,CD,CD,VV,CD,CD,CD,三,NOUN,суток
6583,M,NT,M,M,M,M,CD,VV,CD,M,M,天,NOUN,суток
6584,CD,NT,CD,CD,NN,CD,CD,VV,CD,CD,CD,三,NOUN,суток
6585,NT,NN,NN,M,DEG,NN,CD,NN,CD,M,NN,夜,NOUN,суток
6586,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
6587,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,哪,ADJF,каком
6588,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,一,ADJF,каком
6589,M,M,M,M,M,M,M,NN,CD,M,M,步,NOUN,ходу
6590,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,吃,,
6591,DEG,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,,
6592,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,PUNCT,?
6593,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
6594,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PUNCT,–
6595,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
6596,VV,DT,DT,DT,NN,DT,DT,DT,DT,DT,DT,个,,
6597,VA,JJ,JJ,JJ,DEG,JJ,JJ,JJ,NN,VA,JJ,小,NOUN,городок
6598,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,城,NOUN,городок
6599,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,市,NOUN,городок
6600,VV,AD,AD,AD,AD,AD,AD,AD,VA,AD,AD,还,ADJS,плох
6601,AD,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,不,PRCL,не
6602,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,错,ADJS,плох
6603,PU,PU,PU,PU,PU,PU,PU,PU,PU,Dg,PU,，,PUNCT,","
6604,VV,PU,PU,PU,PU,PU,PU,PU,PU,Dg,PU,”,PUNCT,–
6605,VV,VV,VV,VV,AD,VV,VV,VV,VV,VV,VV,来,GRND,выйдя
6606,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,PREP,на
6607,NR,NR,NR,NR,NR,NR,NR,NR,NR,Dg,NR,绍,NOUN,шота
6608,NN,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,塔,NOUN,шота
6609,NN,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
6610,NN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,卢,NOUN,руставели
6611,NN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,斯,NOUN,руставели
6612,NN,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,塔,NOUN,руставели
6613,NN,NR,NR,NR,NR,NN,NR,NR,NR,NR,NR,维,NOUN,руставели
6614,NN,NR,NR,NR,NR,NN,NR,NR,NR,NR,NR,利,NOUN,руставели
6615,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,NN,大,NOUN,проспект
6616,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,NN,街,NOUN,проспект
6617,LC,NN,LC,NN,LC,LC,NN,NT,NN,NN,LC,时,GRND,выйдя
6618,NN,NR,NR,NR,NR,NR,NN,NR,NR,NR,NR,奥,NOUN,остап
6619,NN,NR,NR,NR,NR,NR,NN,PN,NR,NR,NR,斯,NOUN,остап
6620,NN,NR,NR,NR,NR,NR,NN,NN,NR,NR,NR,塔,NOUN,остап
6621,NN,NR,NR,NR,NR,NR,NN,VA,NR,NR,NR,普,NOUN,остап
6622,NN,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,说,VERB,сказал
6623,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6624,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PUNCT,–
6625,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,NPRO,вы
6626,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,知,VERB,знаете
6627,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,道,VERB,знаете
6628,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6629,NN,NN,NR,NR,NR,NN,NR,NN,NR,NR,NR,基,None,киса…
6630,NN,NN,NR,NR,NR,NN,NR,NN,NR,NR,NR,萨,None,киса…
6631,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
6632,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
6633,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,None,киса…
6634,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,NPRO,я
6635,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
6636,CD,CD,CD,CD,CD,AD,CD,NN,NN,CD,CD,一,,
6637,NN,CD,M,M,M,AD,CD,NN,NN,CD,M,个,,
6638,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,月,NOUN,месяц
6639,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,前,ADVB,назад
6640,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,VERB,видел
6641,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,见,VERB,видел
6642,VV,DT,DT,DT,NN,DT,DT,DT,NN,DT,DT,这,PRCL,это
6643,NN,NN,NN,NN,NN,NN,PN,NN,NN,NN,NN,事,PRCL,это
6644,SP,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,PRCL,это
6645,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6646,AD,VV,CC,VV,AD,AD,CC,VV,VV,VV,CC,可,CONJ,а
6647,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,AD,至,NOUN,пор
6648,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,今,NOUN,пор
6649,DT,DT,DT,DT,NN,DT,DT,DT,DT,DT,DT,此,,
6650,NN,NN,NN,NN,NN,NN,PN,NN,NN,NN,NN,景,,
6651,NN,NN,NN,NN,NN,NN,PN,NN,NN,NN,NN,象,,
6652,AD,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,尚,,
6653,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,浮,,
6654,VV,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,现,,
6655,P,P,P,P,VV,NN,VV,P,VV,P,P,在,PREP,пред
6656,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,眼,NOUN,глазами
6657,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,前,NOUN,глазами
6658,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,.
6659,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PUNCT,--
6660,VV,VV,VV,VV,NN,NN,VV,VV,VV,NR,VV,玩,INFN,играть
6661,VV,VV,VV,VV,NN,NN,VV,VV,VV,NR,VV,捉,NOUN,жмурки
6662,VV,VV,VV,NN,VV,VV,VV,VV,VV,NR,VV,迷,NOUN,жмурки
6663,VV,VV,VV,VV,VV,VV,VV,VV,VV,NR,VV,藏,NOUN,жмурки
6664,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,？,PUNCT,?
6665,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
6666,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,VV,看,INFN,быть
6667,NN,VV,VV,VV,VV,AD,VV,VV,VV,VV,VV,来,INFN,быть
6668,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
6669,CD,AD,AD,AD,DT,AD,AD,AD,AD,AD,AD,全,PRCL,всё
6670,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,INFN,быть
